,_source,_target
0,{'_id': 0},"[{'_id': 686, '_score': '0.86193144'}, {'_id': 2171, '_score': '0.84853125'}, {'_id': 5339, '_score': '0.84283996'}, {'_id': 2891, '_score': '0.83808345'}, {'_id': 954, '_score': '0.8168355'}]"
